laptop_ID,SSD,HDD,Hybrid,Flash Storage
333,256,0,0,0
334,256,0,0,0
335,1024,0,0,0
336,256,1024,0,0
337,256,0,0,0
338,256,1024,0,0
339,0,1024,0,0
341,256,0,0,0
342,128,1024,0,0
343,256,0,0,0
345,256,0,0,0
346,0,500,0,0
347,0,2048,0,0
348,0,1024,0,0
349,512,0,0,0
350,256,0,0,0
351,256,2048,0,0
352,0,0,0,32
354,0,0,0,32
355,0,1024,0,0
356,512,0,0,0
357,256,0,0,0
358,128,1024,0,0
359,256,0,0,0
360,512,0,0,0
361,128,2048,0,0
362,0,1024,0,0
363,0,1024,0,0
364,0,2048,0,0
365,256,0,0,0
366,0,500,0,0
368,128,1024,0,0
370,256,0,0,0
372,128,1024,0,0
373,128,1024,0,0
374,256,0,0,0
375,256,0,0,0
376,512,2048,0,0
377,128,0,0,0
378,256,1024,0,0
379,128,0,0,0
380,256,0,0,0
381,256,0,0,0
382,128,0,0,0
383,0,500,0,0
384,0,0,0,32
385,0,1024,0,0
387,128,0,0,0
388,128,1024,0,0
389,256,0,0,0
390,512,0,0,0
391,512,0,0,0
392,128,0,0,0
393,0,500,0,0
394,256,0,0,0
395,512,0,0,0
396,0,1024,0,0
397,256,1024,0,0
399,0,1024,0,0
400,256,0,0,0
401,256,0,0,0
402,256,0,0,0
404,256,0,0,0
405,256,0,0,0
406,1024,0,0,0
407,0,1024,0,0
408,256,1024,0,0
409,256,1024,0,0
410,256,0,0,0
411,256,1024,0,0
412,512,0,0,0
414,512,0,0,0
415,0,500,0,0
416,0,0,0,32
417,512,0,0,0
418,512,0,0,0
419,0,1024,0,0
420,256,0,0,0
421,256,0,0,0
422,256,0,0,0
423,128,0,0,0
424,256,0,0,0
425,0,1024,0,0
427,512,0,0,0
428,0,0,0,64
430,0,1024,0,0
431,256,1024,0,0
432,128,1024,0,0
433,256,2048,0,0
434,256,0,0,0
435,256,1024,0,0
436,32,0,0,0
437,0,0,0,16
438,256,0,0,0
439,128,0,0,0
440,512,0,0,0
441,512,0,0,0
442,256,1024,0,0
443,0,500,0,0
444,512,0,0,0
445,512,0,0,0
446,256,0,0,0
448,256,0,0,0
449,256,0,0,0
450,128,0,0,0
451,128,1024,0,0
452,256,0,0,0
453,0,500,0,0
454,0,1024,0,64
455,256,0,0,0
456,512,0,0,0
457,128,0,0,0
458,256,0,0,0
460,256,0,0,0
461,128,1024,0,0
464,128,0,0,0
465,256,0,0,0
467,0,1024,0,0
468,128,0,0,0
469,0,1024,0,0
470,512,0,0,0
472,0,500,0,0
473,0,500,0,0
474,0,2048,0,0
475,0,1024,0,0
478,0,500,0,0
479,128,0,0,0
480,256,0,0,0
481,128,1024,0,0
482,128,0,0,0
483,256,0,0,0
485,0,1024,0,0
486,256,0,0,0
487,512,0,0,0
489,128,0,0,0
490,0,0,0,64
491,128,0,0,0
492,256,0,0,0
494,512,0,0,0
495,512,0,0,0
496,512,0,0,0
497,256,0,0,0
499,128,1024,0,0
500,0,1024,0,0
501,256,1024,0,0
502,180,0,0,0
503,256,0,0,0
504,1024,0,0,0
505,256,0,0,0
506,256,0,0,0
508,256,0,0,0
513,256,1024,0,0
514,0,1024,0,0
515,512,0,0,0
516,256,1024,0,0
517,128,0,0,0
518,0,500,0,0
520,256,2048,0,0
521,256,0,0,0
522,0,0,0,32
523,0,1024,0,0
524,512,0,0,0
525,256,0,0,0
526,256,1024,0,0
527,256,1024,0,0
529,256,0,0,0
530,128,0,0,0
531,128,1024,0,0
532,256,0,0,0
533,0,1024,0,0
534,0,2048,0,0
536,256,0,0,0
537,128,1024,0,0
538,0,500,0,0
539,256,1024,0,0
543,256,0,0,0
547,256,0,0,0
548,128,0,0,0
549,256,0,0,0
550,0,1024,0,0
551,0,500,0,0
552,128,0,0,0
553,0,500,0,0
554,0,1024,0,0
555,0,500,0,0
556,512,0,0,0
557,128,0,0,0
558,256,0,0,0
559,256,1024,0,0
560,0,1024,0,0
561,0,1024,0,0
562,0,500,0,0
563,0,0,0,32
564,128,1024,0,0
565,128,0,0,0
567,0,0,0,32
568,128,0,0,0
569,512,0,0,0
570,256,0,0,0
571,128,1024,0,0
572,128,0,0,0
573,0,500,0,0
574,0,1024,0,0
576,0,500,0,0
577,0,500,0,0
578,0,2048,0,0
579,256,0,0,0
580,256,0,0,0
581,0,500,0,0
582,32,0,0,0
583,512,0,0,0
584,256,1024,0,0
587,32,0,0,0
588,0,500,0,0
589,128,0,0,0
590,256,0,0,0
591,0,0,0,16
592,128,1024,0,0
593,256,1024,0,0
595,0,1024,0,0
596,128,1024,0,0
597,0,1024,0,0
598,512,0,0,0
599,128,0,0,0
600,128,1024,0,0
601,0,500,0,0
602,0,1024,0,0
603,512,0,0,0
604,256,0,0,0
605,256,0,0,0
606,256,0,0,0
607,256,0,0,0
608,0,500,0,0
609,0,0,0,32
610,128,1024,0,0
611,0,1024,0,0
612,256,2048,0,0
613,256,0,0,0
614,0,1024,0,0
615,256,0,0,0
616,0,0,0,128
617,1024,0,0,0
618,0,1024,0,0
619,0,1024,0,0
620,0,1024,0,0
621,0,500,0,0
622,128,1024,0,0
623,128,0,0,0
625,256,1024,0,0
626,0,0,0,32
627,256,0,0,0
629,0,1024,0,0
630,256,0,0,0
631,0,500,0,0
632,0,1024,0,0
633,0,0,0,32
634,128,0,0,0
637,512,0,0,0
639,256,1024,0,0
640,256,0,0,0
641,0,1024,0,0
642,0,1024,0,0
643,0,1024,0,0
644,256,0,0,0
645,0,0,0,32
646,256,0,0,0
647,1024,0,0,0
648,128,1024,0,0
649,0,1024,0,0
650,512,0,0,0
652,0,500,0,0
653,0,0,0,32
654,256,0,0,0
655,256,0,0,0
656,256,0,0,0
657,256,0,0,0
658,512,0,0,0
659,0,1024,0,0
660,256,0,0,0
661,128,1024,0,0
662,0,500,0,0
663,0,500,0,0
664,256,0,0,0
665,256,2048,0,0
666,128,1024,0,0
667,512,1024,0,0
668,256,0,0,0
669,0,500,0,0
670,0,500,0,0
672,128,1024,0,0
673,128,0,0,0
674,0,1024,0,0
675,0,1024,0,0
676,256,0,0,0
677,128,0,0,0
678,256,0,0,0
679,128,1024,0,0
680,256,0,0,0
681,128,0,0,0
682,128,0,0,0
683,256,1024,0,0
684,256,0,0,0
686,512,0,0,0
688,256,0,0,0
689,128,0,0,0
690,128,1024,0,0
691,256,0,0,0
692,512,0,0,0
693,256,1024,0,0
694,0,500,0,0
695,0,1024,0,0
696,0,2048,0,0
697,0,500,0,0
698,0,0,0,32
699,256,0,0,0
700,0,500,0,0
701,256,0,0,0
702,256,0,0,0
703,0,0,0,32
704,512,0,0,0
705,0,0,0,64
707,0,500,0,0
708,0,1024,0,0
709,256,0,0,0
710,0,1024,0,0
711,0,1024,0,0
712,0,500,0,0
713,256,0,0,0
714,256,0,0,0
715,512,0,0,0
716,256,0,0,0
717,0,2048,0,0
719,256,0,0,0
721,0,0,0,32
722,512,0,0,0
723,256,0,0,0
724,256,0,0,0
725,0,500,0,0
726,0,32,0,0
727,256,0,0,0
728,512,0,0,0
729,256,0,0,0
730,256,0,0,0
731,1024,1024,0,0
734,128,1024,0,0
736,0,1024,0,0
737,0,1024,0,0
738,128,1024,0,0
740,128,1024,0,0
741,0,500,0,0
742,256,0,0,0
743,0,1024,0,0
744,256,0,0,0
746,256,1024,0,0
747,0,500,0,0
748,128,1024,0,0
750,256,0,0,0
752,1024,0,0,0
753,0,0,0,32
754,256,0,0,0
755,256,0,0,0
757,256,0,0,0
758,256,0,0,0
760,256,0,0,0
761,0,1024,0,0
762,180,0,0,0
763,256,0,0,0
764,256,0,0,0
765,128,1024,0,0
766,256,0,0,0
768,256,0,0,0
770,256,0,0,0
771,256,0,0,0
772,256,0,0,0
773,0,500,0,0
775,0,1024,0,0
776,128,1024,0,0
777,256,0,0,0
778,0,1024,0,0
779,256,0,0,0
780,256,0,0,0
782,0,1024,0,0
786,128,0,0,0
787,512,0,0,0
788,128,0,0,0
789,1024,1024,0,0
790,256,1024,0,0
791,512,0,0,0
792,0,1024,0,0
793,512,0,0,0
794,256,1024,0,0
795,128,1024,0,0
797,256,1024,0,0
798,256,0,0,0
800,0,0,0,32
801,512,0,0,0
803,0,0,0,512
804,256,0,0,0
805,0,0,0,32
807,256,0,0,0
808,256,0,0,0
810,256,0,0,0
811,256,0,0,0
812,256,0,0,0
814,256,0,0,0
815,0,500,0,0
816,0,2048,0,0
817,512,0,0,0
819,0,1024,0,0
821,256,0,0,0
822,0,1024,0,0
823,256,0,0,0
824,256,0,0,0
825,512,0,0,0
826,0,0,0,16
829,0,500,0,0
830,128,0,0,0
831,512,0,0,0
832,256,0,0,0
834,128,0,0,0
837,0,0,0,32
838,128,0,0,0
839,512,0,0,0
840,512,0,0,0
841,0,1024,0,0
842,256,0,0,0
844,256,1024,0,0
846,0,500,0,0
847,0,0,0,16
848,0,128,0,0
849,512,1024,0,0
851,512,1024,0,0
852,0,1024,0,0
854,512,0,0,0
855,256,0,0,0
856,0,0,0,32
857,512,0,0,0
858,256,0,0,0
859,512,0,0,0
860,128,0,0,0
862,128,1024,0,0
864,256,0,0,0
866,128,0,0,0
867,0,1024,0,0
868,256,0,0,0
869,0,1024,0,0
870,0,1024,0,0
871,0,1024,0,0
872,256,0,0,0
873,128,0,0,0
874,0,1024,0,0
875,512,0,0,0
877,256,0,0,0
878,256,0,0,0
880,0,1024,0,0
881,0,500,0,0
882,0,1024,0,0
883,256,0,0,0
884,180,0,0,0
885,256,0,0,0
886,256,0,0,0
888,256,0,0,0
889,128,1024,0,0
890,256,0,0,0
891,256,0,0,0
892,0,500,0,0
893,0,0,0,32
894,0,1024,0,0
895,0,500,0,0
896,256,0,0,0
897,0,1024,0,0
898,128,1024,0,0
899,0,0,0,32
900,0,500,0,0
901,128,0,0,0
902,256,0,0,0
903,256,0,0,0
904,256,0,0,0
905,512,2048,0,0
906,256,0,0,0
908,0,1024,0,0
909,0,1024,0,0
910,0,1024,0,0
911,0,500,0,0
912,512,0,0,0
913,256,0,0,0
914,256,0,0,0
915,0,0,0,256
916,512,0,0,0
918,512,0,0,0
919,0,0,0,16
920,128,1024,0,0
922,512,0,0,0
923,256,0,0,0
924,240,0,0,0
927,0,1024,0,0
928,128,0,0,0
930,256,0,0,0
931,256,1024,0,0
932,128,1024,0,0
934,0,1024,0,0
935,256,0,0,0
936,256,0,0,0
938,512,0,0,0
939,0,500,0,0
940,256,0,0,0
941,256,0,0,0
942,0,1024,0,0
943,0,500,0,0
944,0,1024,0,0
945,0,500,0,0
946,0,1024,0,0
949,256,0,0,0
950,0,1024,0,0
951,128,1024,0,0
952,256,0,0,0
953,512,1024,0,0
954,128,1024,0,0
955,0,1024,0,0
956,0,500,0,0
957,256,0,0,0
959,512,1024,0,0
960,256,0,0,0
961,0,1024,0,0
962,0,1024,0,0
963,0,0,0,32
964,8,0,0,0
965,256,0,0,0
966,256,0,0,0
967,0,0,0,64
968,256,0,0,0
969,512,1024,0,0
970,256,0,0,0
971,256,0,0,0
972,256,0,0,0
973,0,0,0,32
974,256,0,0,0
975,256,0,0,0
976,128,1024,0,0
977,512,0,0,0
978,0,1024,0,0
979,0,1024,0,0
980,0,500,0,0
981,0,500,0,0
982,256,1024,0,0
983,256,0,0,0
984,512,0,0,0
985,256,0,0,0
986,256,1024,0,0
987,256,0,0,0
988,256,1024,0,0
989,128,1024,0,0
990,0,0,0,0
991,512,2048,0,0
992,0,1024,0,0
994,512,0,0,0
995,128,0,0,0
996,256,0,0,0
997,256,0,0,0
998,0,500,0,0
1000,0,1024,0,0
1001,128,1024,0,0
1003,128,0,0,0
1004,512,0,0,0
1005,128,1024,0,0
1006,128,0,0,0
1007,256,0,0,0
1008,256,0,0,0
1009,256,0,0,0
1010,256,0,0,0
1011,0,500,0,0
1012,256,1024,0,0
1013,512,0,0,0
1014,128,1024,0,0
1015,256,0,0,0
1016,128,0,0,0
1017,0,500,0,0
1018,128,0,0,0
1019,256,0,0,0
1023,0,500,0,0
1024,0,0,1024,0
1025,0,500,0,0
1026,256,0,0,0
1027,256,0,0,0
1028,0,500,0,0
1029,256,0,0,0
1030,256,0,0,0
1031,512,0,0,0
1032,256,0,0,0
1033,256,0,0,0
1034,0,1024,0,0
1035,256,0,0,0
1036,256,0,0,0
1037,256,0,0,0
1039,256,0,0,0
1041,0,500,0,0
1042,256,0,0,0
1043,256,0,0,0
1045,0,1024,0,0
1047,256,0,0,0
1048,256,0,0,0
1049,256,0,0,0
1050,0,500,0,0
1051,256,0,0,0
1052,256,0,0,0
1053,256,0,0,0
1054,256,0,0,0
1055,0,0,0,32
1058,0,500,0,0
1059,256,500,0,0
1060,256,0,0,0
1061,256,1024,0,0
1062,128,1024,0,0
1063,0,0,0,16
1064,256,0,0,0
1065,0,1024,0,0
1067,256,0,0,0
1068,1024,0,0,0
1069,0,500,0,0
1070,0,500,0,0
1071,0,1024,0,0
1073,256,1024,0,0
1074,256,0,0,0
1075,0,1024,0,0
1076,0,1024,0,0
1077,0,2048,0,0
1079,256,1024,0,0
1080,256,0,0,0
1081,1024,0,0,0
1082,256,0,0,0
1083,256,1024,0,0
1084,0,0,0,256
1086,0,500,0,0
1087,256,0,0,0
1088,256,0,0,0
1089,256,0,0,0
1090,0,0,0,0
1091,0,1024,0,0
1094,0,500,0,0
1095,512,0,0,0
1097,0,0,0,64
1099,256,0,0,0
1100,0,500,0,0
1103,0,0,0,32
1104,0,500,0,0
1105,0,500,0,0
1106,0,1024,0,0
1109,128,0,0,0
1110,256,1024,0,0
1111,0,1024,0,0
1113,0,1024,0,0
1114,128,1024,0,0
1115,0,500,0,0
1116,128,0,0,0
1117,16,0,0,0
1118,0,1024,0,0
1119,512,0,0,0
1120,256,0,0,0
1121,128,1024,0,0
1122,256,0,0,0
1124,128,1024,0,0
1125,256,0,0,0
1126,0,500,0,0
1127,128,0,0,0
1128,512,0,0,0
1129,0,0,0,64
1130,256,0,0,0
1131,256,0,1024,0
1133,512,0,0,0
1134,128,1024,0,0
1135,0,0,0,32
1136,256,0,0,0
1137,256,0,0,0
1138,0,500,0,0
1139,0,1024,0,0
1140,256,0,0,0
1141,0,0,0,64
1142,256,0,0,0
1143,128,1024,0,0
1144,128,1024,0,0
1145,0,2048,0,0
1146,512,0,0,0
1149,0,1024,0,0
1150,0,0,1024,0
1151,256,0,0,0
1153,0,1024,0,0
1154,256,1024,0,0
1155,256,0,0,0
1156,512,0,0,0
1157,128,1024,0,0
1160,256,0,0,0
1161,256,0,0,0
1162,256,0,0,0
1163,256,0,0,0
1164,256,0,0,0
1165,256,0,0,0
1167,256,0,0,0
1168,0,1024,0,0
1169,0,500,0,0
1170,0,1024,0,0
1172,256,0,0,0
1173,256,0,0,0
1174,256,1024,0,0
1175,512,0,0,0
1176,0,0,1024,0
1177,512,0,0,0
1178,256,0,0,0
1179,256,1024,0,0
1180,0,1024,0,0
1182,0,500,0,0
1183,128,1024,0,0
1184,256,0,0,0
1185,0,1024,0,0
1187,0,1024,0,0
1188,256,0,0,0
1189,512,0,0,0
1190,0,500,0,0
1191,0,500,0,0
1192,0,1024,0,0
1193,256,0,0,0
1194,0,0,1024,0
1197,0,500,0,0
1198,256,0,0,0
1199,256,0,0,0
1200,256,0,0,0
1201,0,500,0,0
1202,0,1024,0,0
1203,256,1024,0,0
1206,256,0,0,0
1207,256,1024,0,0
1208,0,1024,0,0
1209,0,0,0,32
1210,0,500,0,0
1211,0,0,0,256
1213,128,1024,0,0
1214,0,1024,0,0
1215,512,1024,0,0
1217,256,1024,0,0
1218,128,0,0,0
1219,0,500,0,0
1220,512,0,0,0
1221,512,0,0,0
1222,0,1024,0,0
1223,256,0,0,0
1224,256,0,0,0
1225,0,500,0,0
1226,0,1024,0,0
1228,0,0,0,512
1229,128,1024,0,0
1230,256,1024,0,0
1231,256,0,0,0
1232,256,1024,0,0
1233,32,0,0,0
1234,0,1024,0,0
1235,0,1024,0,0
1237,256,0,0,0
1239,128,1024,0,0
1240,0,1024,0,0
1242,0,500,0,0
1243,0,1024,0,0
1244,256,0,0,0
1245,0,1024,0,0
1246,128,1024,0,0
1247,128,1024,0,0
1248,512,0,0,0
1250,0,1024,0,0
1251,256,1024,0,0
1253,0,1024,0,0
1254,256,0,0,0
1255,0,500,0,0
1256,128,1024,0,0
1257,512,0,0,0
1258,256,0,0,0
1259,256,0,0,0
1261,512,0,0,0
1263,256,1024,0,0
1264,0,500,0,0
1266,256,0,0,0
1267,256,0,0,0
1268,0,500,0,0
1269,0,500,0,0
1270,128,0,0,0
1271,256,0,0,0
1272,0,500,0,0
1273,0,1024,0,0
1274,128,1024,0,0
1275,0,500,0,0
1276,0,0,1024,0
1278,128,0,0,0
1279,512,0,0,0
1280,0,1024,0,0
1281,0,500,0,0
1282,0,500,0,0
1283,0,1024,0,0
1284,0,0,1024,0
1285,0,1024,0,0
1286,0,0,0,32
1287,0,500,0,0
1288,128,0,0,0
1289,512,0,0,0
1290,0,0,0,64
1291,0,1024,0,0
1292,0,500,0,0
1293,512,0,0,0
1294,0,1024,0,0
1295,0,500,0,0
1296,0,500,0,0
1299,0,1024,0,0
1301,0,500,0,0
1302,128,0,0,0
1303,512,0,0,0
1304,0,0,0,64
1306,0,500,0,0
1307,512,0,0,0
1308,0,1024,0,0
1309,0,500,0,0
1313,0,1024,0,0
1314,0,0,0,32
1315,0,500,0,0
1316,128,0,0,0
1318,0,0,0,64
1319,0,1024,0,0
1320,0,500,0,0
